CODMEC,ANO,DEP,NOME,SETEDU,DISTRITO,SUBPREF,DIRET,ZONA,EFABAND9ANOS1S,EFABAND9ANOS2S,EFABAND9ANOS3S,EFABAND9ANOS4S,EFABAND9ANOS5S,EFABAND9ANOS6S,EFABAND9ANOS7S,EFABAND9ANOS8S,EFABAND9ANOS9S,EFABAND1S,EFABAND2S,EFABAND3S,EFABAND4S,EFABAND5S,EFABAND6S,EFABAND7S,EFABAND8S,TOTALEF_ABAND,EFAPROV9ANOS1S,EFAPROV9ANOS2S,EFAPROV9ANOS3S,EFAPROV9ANOS4S,EFAPROV9ANOS5S,EFAPROV9ANOS6S,EFAPROV9ANOS7S,EFAPROV9ANOS8S,EFAPROV9ANOS9S,EFAPROV1S,EFAPROV2S,EFAPROV3S,EFAPROV4S,EFAPROV5S,EFAPROV6S,EFAPROV7S,EFAPROV8S,TOTALEF_APROV,EFREPROV9ANOS1S,EFREPROV9ANOS2S,EFREPROV9ANOS3S,EFREPROV9ANOS4S,EFREPROV9ANOS5S,EFREPROV9ANOS6S,EFREPROV9ANOS7S,EFREPROV9ANOS8S,EFREPROV9ANOS9S,EFREPROV1S,EFREPROV2S,EFREPROV3S,EFREPROV4S,EFREPROV5S,EFREPROV6S,EFREPROV7S,EFREPROV8S,TOTALEF_REPROV,CONCLUINTES_EF,EMABAND1S,EMABAND2S,EMABAND3S,EMABAND4S,TOTAL_EM_ABAND,EMREPROV1S,EMREPROV2S,EMREPROV3S,EMREPROV4S,TOTAL_EM_REPROV,EMAPROV1S,EMAPROV2S,EMAPROV3S,EMAPROV4S,TOTAL_EM_APROV,CONCLUINTES_EM,CONCLUINTES_EJA,EPAPROV,EPREPROV,EPABAND,EJAIABAND,EJAIAPROV,EJAIREPROV,EJAITOTAL,EJAIIABAND,EJAIIAPROV,EJAIIREPROV,EJAIITOTAL,EJATOT
35101710,2015,PARTICULAR,NOSSA SENHORA DO CARMO COLEGIO FRANCISCANO,0,VILA PRUDENTE,VILA PRUDENTE,IPIRANGA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,40,42,37,48,69,54,58,69,0,0,0,0,0,0,0,0,459,0,1,1,3,0,1,1,3,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,2,56,62,57,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35101722,2015,PARTICULAR,NOSSA SENHORA MENINA EXTERNATO,0,AGUA RASA,MOOCA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,49,54,36,37,31,33,28,29,0,0,0,0,0,0,0,0,338,0,0,0,1,1,3,1,2,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,9,20,37,32,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35101734,2015,PARTICULAR,SAO MIGUEL ARCANJO COLEGIO FRANCISCANO,0,VILA PRUDENTE,VILA PRUDENTE,IPIRANGA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,93,92,78,73,73,59,61,54,0,0,0,0,0,0,0,0,670,0,0,0,0,2,7,7,5,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,3,4,0,0,7,48,63,54,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35101761,2015,PARTICULAR,SESI 329 CENTRO EDUCACIONAL,0,SAO MATEUS,SAO MATEUS,SAO MATEUS,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,30,29,25,22,0,0,0,0,0,0,0,0,164,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25,30,28,0,83,0,0,0,0,0,0,0,0,0,3,13,0,0,0
35101771,2015,PARTICULAR,SESI 379 CENTRO EDUCACIONAL,0,CARRAO,ARICANDUVA/FORMOSA/CARRAO,ITAQUERA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,33,30,61,62,64,0,0,0,0,0,0,0,0,378,0,2,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,1,0,0,4,29,62,54,0,145,0,0,0,0,0,0,0,0,0,0,6,0,0,0
35101795,2015,PARTICULAR,BRASIL COLEGIO,0,CARRAO,ARICANDUVA/FORMOSA/CARRAO,ITAQUERA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,6,5,10,14,9,6,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,4,13,18,15,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35101813,2015,PARTICULAR,SAO FRANCISCO DE ASSIS COLEGIO,0,TATUAPE,MOOCA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,33,22,19,36,39,18,21,22,0,0,0,0,0,0,0,0,249,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,0,0,2,20,31,27,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35101886,2015,PARTICULAR,ESPIRITO SANTO COLEGIO,0,TATUAPE,MOOCA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,89,101,71,85,86,86,84,73,0,0,0,0,0,0,0,0,771,0,0,2,1,6,0,2,4,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,9,3,5,0,17,74,57,63,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35101898,2015,PARTICULAR,MARY WARD COLEGIO,0,CARRAO,ARICANDUVA/FORMOSA/CARRAO,ITAQUERA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,40,39,34,59,47,70,77,54,0,0,0,0,0,0,0,0,458,0,1,0,1,1,2,3,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,1,0,0,5,61,51,45,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35101904,2015,PARTICULAR,SANTO ANTONIO DE LISBOA COLEGIO,0,TATUAPE,MOOCA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,122,100,107,122,127,120,138,142,0,0,0,0,0,0,0,0,1081,0,1,0,0,1,1,1,5,22,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,18,6,0,0,24,107,98,104,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35101916,2015,PARTICULAR,ISLAMICA BRASILEIRA ESCOLA,0,CARRAO,ARICANDUVA/FORMOSA/CARRAO,ITAQUERA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,41,24,43,36,27,47,29,0,0,0,0,0,0,0,0,320,0,0,0,1,2,5,0,1,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,2,1,0,13,20,25,24,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35101941,2015,PARTICULAR,SANTA MARINA ESCOLA,0,CARRAO,ARICANDUVA/FORMOSA/CARRAO,ITAQUERA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,118,96,61,78,97,80,79,72,0,0,0,0,0,0,0,0,796,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,3,0,0,16,56,63,45,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35101965,2015,PARTICULAR,ALVORADA COLEGIO,0,VILA FORMOSA,ARICANDUVA/FORMOSA/CARRAO,ITAQUERA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,82,75,78,79,108,101,111,126,0,0,0,0,0,0,0,0,863,0,0,0,0,1,4,5,10,8,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,15,5,0,0,20,96,86,54,0,236,0,0,115,42,0,0,0,0,0,0,0,0,0,0
35101989,2015,PARTICULAR,NOSSA SENHORA SAGRADO CORACAO EXTERNATO,0,VILA FORMOSA,ARICANDUVA/FORMOSA/CARRAO,ITAQUERA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,67,69,54,50,59,46,45,45,0,0,0,0,0,0,0,0,507,0,0,0,0,0,3,3,1,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,5,49,48,40,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35101990,2015,PARTICULAR,NOSSA SENHORA DO SAGRADO CORACAO COLEGIO,0,VILA FORMOSA,ARICANDUVA/FORMOSA/CARRAO,ITAQUERA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,22,19,38,37,26,29,26,0,0,0,0,0,0,0,0,248,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,2,26,16,14,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102015,2015,PARTICULAR,SAO VICENTE DE PAULO COLEGIO PENHA,0,PENHA,PENHA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,38,45,37,32,34,30,44,50,0,0,0,0,0,0,0,0,359,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,5,0,1,1,0,0,2,5,1,1,0,7,49,79,71,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102027,2015,PARTICULAR,ANTARES COLEGIO,0,PENHA,PENHA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,4,9,4,6,6,11,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,20,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102039,2015,PARTICULAR,OLIVETANO COLEGIO,0,PENHA,PENHA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,75,42,50,51,48,39,50,42,0,0,0,0,0,0,0,0,469,0,0,1,3,0,2,2,2,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,9,2,0,0,11,38,29,25,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102040,2015,PARTICULAR,JOAO XXIII ESCOLA,0,PENHA,PENHA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,69,66,77,56,82,97,55,65,0,0,0,0,0,0,0,0,639,0,2,0,1,0,2,4,8,12,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,22,12,0,0,34,81,48,46,0,175,0,0,161,162,1,0,0,0,0,0,0,0,0,0
35102076,2015,PARTICULAR,SAO JOSE DE VILA MATILDE ESCOLA,0,VILA MATILDE,PENHA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,112,120,100,111,115,143,116,110,0,0,0,0,0,0,0,0,1021,0,2,0,0,1,0,5,9,15,0,0,0,0,0,0,0,0,32,0,0,1,0,0,1,15,6,0,0,21,111,87,88,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102088,2015,PARTICULAR,VILA MATILDE COLEGIO ADVENTISTA DE,0,VILA MATILDE,PENHA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,80,84,57,64,63,63,69,57,0,0,0,0,0,0,0,0,642,0,0,2,0,0,3,1,5,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,8,7,0,0,15,62,55,26,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102124,2015,PARTICULAR,PALOTINA VICENTE PALLOTTI ESCOLA,0,VILA MATILDE,PENHA,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,54,49,37,40,37,38,41,39,0,0,0,0,0,0,0,0,395,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,48,60,69,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102167,2015,PARTICULAR,SESI 074 CENTRO EDUCACIONAL,0,ERMELINO MATARAZZO,ERMELINO MATARAZZO,PENHA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,30,29,29,30,32,29,29,0,0,0,0,0,0,0,0,268,0,3,1,3,3,0,0,3,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,62,61,27,0,150,0,0,0,0,0,0,0,0,0,25,9,0,0,0
35102180,2015,PARTICULAR,SOUZA LOPES COLEGIO,0,ITAIM PAULISTA,ITAIM PAULISTA,SAO MIGUEL,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,14,10,13,23,14,19,17,0,0,0,0,0,0,0,0,147,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,1,40,33,40,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102258,2015,PARTICULAR,PALMARINO CALABREZ COLEGIO,0,GUAIANASES,GUAIANASES,GUAIANASES,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,62,50,57,46,50,34,55,59,0,0,0,0,0,0,0,0,490,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,47,37,51,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102283,2015,PARTICULAR,SANTA IZILDINHA ESCOLA,0,SAO MATEUS,SAO MATEUS,SAO MATEUS,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,38,22,23,41,43,38,54,0,0,0,0,0,0,0,0,327,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,44,57,44,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102301,2015,PARTICULAR,CAMILO CASTELO BRANCO LICEU,0,ITAQUERA,ITAQUERA,ITAQUERA,LESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,53,48,45,51,72,49,52,69,0,0,0,0,0,0,0,0,477,0,0,0,1,2,1,2,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,37,57,52,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102350,2015,PARTICULAR,SANTA INES COLEGIO,0,BOM RETIRO,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,26,30,14,28,25,27,29,16,0,0,0,0,0,0,0,0,233,0,0,2,3,1,0,2,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,1,1,0,4,22,14,13,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102428,2015,PARTICULAR,SESI 414 CENTRO EDUCACIONAL,0,VILA LEOPOLDINA,LAPA,PIRITUBA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,94,92,95,94,89,119,120,127,0,0,0,0,0,0,0,0,925,0,1,1,1,2,7,10,8,2,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,26,4,1,0,31,89,119,143,0,351,0,0,53,1,0,0,0,0,0,108,33,0,0,0
35102465,2015,PARTICULAR,CAMPOS SALLES COLEGIO UNIDADE I,0,LAPA,LAPA,PIRITUBA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,26,47,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,6,84,41,69,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102489,2015,PARTICULAR,FLAMINGO COLEGIO,0,LAPA,LAPA,PIRITUBA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,47,30,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102490,2015,PARTICULAR,PAULA MONTALT MADRE COLEGIO,0,VILA LEOPOLDINA,LAPA,PIRITUBA,OESTE,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,72,81,75,83,69,69,56,58,56,0,0,0,0,0,0,0,0,619,0,0,0,0,0,3,2,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,2,0,0,3,43,42,37,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102635,2015,PARTICULAR,ANGELICA COLEGIO EIFM,0,VILA LEOPOLDINA,LAPA,PIRITUBA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,41,29,40,48,44,48,39,0,0,0,0,0,0,0,0,350,0,1,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,3,31,53,38,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102660,2015,PARTICULAR,SANTO IVO COLEGIO,0,LAPA,LAPA,PIRITUBA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,55,55,55,46,52,51,32,38,0,0,0,0,0,0,0,0,467,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2,42,41,30,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102751,2015,PARTICULAR,BATISTA BRASILEIRO COLEGIO,0,PERDIZES,LAPA,PIRITUBA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,54,70,65,48,54,63,50,48,0,0,0,0,0,0,0,0,524,0,0,0,0,0,1,1,2,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,8,1,0,0,9,58,44,50,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102787,2015,PARTICULAR,NOTRE DAME COLEGIO,0,PERDIZES,LAPA,PIRITUBA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,94,46,30,33,29,30,22,26,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,4,0,0,6,16,16,31,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102799,2015,PARTICULAR,SAGRADO CORACAO DE JESUS COLEGIO,0,PERDIZES,LAPA,PIRITUBA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,140,117,131,133,146,149,121,131,0,0,0,0,0,0,0,0,1178,0,0,0,1,0,4,10,1,5,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,10,3,0,0,13,91,72,71,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102805,2015,PARTICULAR,SANTA MARCELINA COLEGIO,0,PERDIZES,LAPA,PIRITUBA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,101,111,98,85,103,99,80,90,0,0,0,0,0,0,0,0,869,0,0,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,1,0,0,7,39,49,45,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35102829,2015,PARTICULAR,SAO DOMINGOS COLEGIO,0,PERDIZES,LAPA,PIRITUBA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,52,67,43,58,62,70,66,71,0,0,0,0,0,0,0,0,542,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,0,0,8,63,60,71,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35103123,2015,PARTICULAR,EMECE INTERNACIONAL COLEGIO,0,PERDIZES,LAPA,PIRITUBA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,33,44,32,37,32,34,30,35,0,0,0,0,0,0,0,0,316,0,0,0,0,0,4,2,1,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,4,36,25,28,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35103248,2015,PARTICULAR,CLARETIANO DE SAO PAULO COLEGIO,0,CONSOLACAO,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,40,48,49,51,58,54,51,53,0,0,0,0,0,0,0,0,458,0,1,1,0,0,3,3,5,4,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,11,3,0,0,14,43,31,23,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35103263,2015,PARTICULAR,CORACAO DE JESUS LICEU,0,SANTA CECILIA,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,47,34,37,21,37,17,21,13,0,0,0,0,0,0,0,0,278,0,1,0,7,2,11,9,0,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2,0,0,0,2,12,10,22,0,44,0,0,0,0,0,0,46,33,0,1,67,37,0,0
35103275,2015,PARTICULAR,OSWALDO CRUZ COLEGIOS INTEGRADOS PAES LEME,0,SANTA CECILIA,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,11,48,36,46,0,130,0,0,213,40,0,0,0,0,0,0,0,0,0,0
35103330,2015,PARTICULAR,CASA PIA SAO VICENTE DE PAULO EXTERNATO,0,SANTA CECILIA,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,9,16,12,12,12,8,0,0,0,0,0,0,0,0,103,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,5,13,8,17,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35103342,2015,PARTICULAR,BONI CONSILII INSTITUTO EDUCACAO,0,SANTA CECILIA,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,82,83,77,77,81,84,76,82,0,0,0,0,0,0,0,0,720,0,0,1,0,2,5,13,6,4,0,0,0,0,0,0,0,0,31,0,1,0,0,0,1,8,0,0,0,8,79,55,62,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35103408,2015,PARTICULAR,JOSE BONIFACIO EXTERNATO,0,BOM RETIRO,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,6,6,8,14,6,13,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,8,9,12,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35103421,2015,PARTICULAR,LICEU DE ARTES E OFICIOS DE SAO PAULO ESCOLA TECNI,0,BOM RETIRO,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,9,168,142,119,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35103433,2015,PARTICULAR,OBJETIVO CENTRO INTERESCOLAR UNIDADE PAULISTA,0,BELA VISTA,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,22,38,61,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,7,158,277,306,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35103445,2015,PARTICULAR,EQUIPE COLEGIO,0,SANTA CECILIA,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,43,39,42,43,32,35,24,0,0,0,0,0,0,0,0,294,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,10,38,68,54,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35103494,2015,PARTICULAR,JOAO E RAPHAELA PASSALACQUA COLEGIO,0,BELA VISTA,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,49,36,45,43,38,48,46,49,0,0,0,0,0,0,0,0,395,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,3,1,0,12,24,22,27,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35103512,2015,PARTICULAR,ASSUNCAO COLEGIO EIEFM,0,JARDIM PAULISTA,PINHEIROS,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,15,22,14,27,15,16,23,0,0,0,0,0,0,0,0,176,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,14,12,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35103524,2015,PARTICULAR,DANTE ALIGHIERI COLEGIO,0,JARDIM PAULISTA,PINHEIROS,BUTANTA,OESTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,357,365,269,342,366,297,276,269,0,0,0,0,0,0,0,0,2920,4,0,0,0,0,11,10,10,5,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,9,17,2,0,28,232,241,255,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35103548,2015,PARTICULAR,SAO LUIS COLEGIO EIFM,0,CONSOLACAO,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,180,148,152,139,155,153,168,128,0,0,0,0,0,0,0,0,1402,0,0,0,0,0,1,1,4,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,1,1,0,12,160,144,146,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35103697,2015,PARTICULAR,NOSSA SENHORA DE SION COLEGIO,0,CONSOLACAO,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,61,68,56,65,71,47,59,58,0,0,0,0,0,0,0,0,538,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,1,1,0,6,52,50,35,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35103718,2015,PARTICULAR,RIO BRANCO UNIDADE HIGIENOPOLIS COLEGIO,0,CONSOLACAO,SE,IPIRANGA,CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,71,66,77,96,76,84,102,106,0,0,0,0,0,0,0,0,769,0,0,0,0,0,2,6,6,8,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,11,7,3,0,21,90,63,106,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
