CODMEC,CODEOL,ANO,TIPOESC,NOME,DEP,DEPADM,SITUAÇÃO,MAIS EDUCAÇÃO,Qtde_Docentes,NUM_FUNC,MERENDA,SETEDU,DISTRITO,SUBPREF,CORED,ZONA,DTURNOS - EMEF,T2D3D - EMEF,DTURNOS-EMEI,T2D3D - EMEI,CL_CRECHE,CL_PRE,AL_CRECHE,AL_PRE,0,1,2,MENOR3,3,4,5,6,6fund,0A3,0A4,4A6,5A6,>6,TotalEdInf,CLEM1S,CLEM2S,CLEM3S,CLEM4S,CLEMMU,ALEM1S,ALEM2S,ALEM3S,ALEM4S,ALEMMU,CLEM,ALEM,CLEF1S,CLEF2S,CLEF3S,CLEF4S,CLEF5S,CLEF6S,CLEF7S,CLEF8S,CLEFMU,ALEF1S,ALEF2S,ALEF3S,ALEF4S,ALEF5S,ALEF6S,ALEF7S,ALEF8S,ALEFMU,ALEFAC,CLEF1A4,CLEF5A8,CLEF1A8,ALEF1A4,ALEF5A8,ALEF1A8,CLE9F1S,CLE9F2S,CLE9F3S,CLE9F4S,CLE9F5S,CLE9F6S,CLE9F7S,CLE9F8S,CLE9F9S,CLE9FMU,ALE9F1S,ALE9F2S,ALE9F3S,ALE9F4S,ALE9F5S,ALE9F6S,ALE9F7S,ALE9F8S,ALE9F9S,ALE9FMU,ALE9FAC,CLE9F1A5,CLE9F6A9,ALE9F1A5,ALE9F6A9,CLE9F1A9,ALE9F1A9,CLFUNDI,ALFUNDI,CLFUNDII,ALFUNDII,CLFUND,ALFUND,TEG,TIPOENSEJA,CLEJA1A4,CLEJA5A8,CLEJAMED,ALEJA1A4,ALEJA5A8,ALEJAMED,TOTALEJA,ALES1A4_SEMI,ALES5A8_SEMI,ALESMED_SEMI,ALES1A8_EXAME,ALESMED_EXAME,ALEDPROF,EE_VIS_MED,EE_BVIS_MED,EE_INTELECTUAL_MED,EE_AUD_MED,EE_BAUD_MED,EE_Surdo_Cegueira_MED,EE_FIS_MED,EE_MEN_MED,EE_Transtornos_MED,EE_Down_MED,EE_MUL_MED,EE_SUP_MED,EE_Autismo_MED,EE_Asperger_MED,EE_Ret_MED,EE_TDI_MED,EE_CON_MED,EE_OUT_MED,TOT_EE_MED,EE_VIS_CRE,EE_BVIS_CRE,EE_INTELECTUAL_CRE,EE_AUD_CRE,EE_BAUD_CRE,EE_Surdo_Cegueira_CRE,EE_FIS_CRE,EE_MEN_CRE,EE_Transtornos_CRE,EE_Down_CRE,EE_MUL_CRE,EE_SUP_CRE,EE_Autismo_CRE,EE_Asperger_CRE,EE_Ret_CRE,EE_TDI_CRE,EE_CON_CRE,EE_OUT_CRE,TOT_EE_CRE,EE_VIS_FUND,EE_BVIS_FUND,EE_INTELECTUAL_FUND,EE_AUD_FUND,EE_BAUD_FUND,EE_Surdo_Cegueira_FUND,EE_FIS_FUND,EE_MEN_FUND,EE_Transtornos_FUND,EE_Down_FUND,EE_MUL_FUND,EE_SUP_FUND,EE_Autismo_FUND,EE_Asperger_FUND,EE_Ret_FUND,EE_TDI_FUND,EE_CON_FUND,EE_OUT_FUND,TOT_EE_FUND,EE_VIS_EJA,EE_BVIS_EJA,EE_INTELECTUAL_EJA,EE_AUD_EJA,EE_BAUD_EJA,EE_Surdo_Cegueira_EJA,EE_FIS_EJA,EE_MEN_EJA,EE_Transtornos_EJA,EE_Down_EJA,EE_MUL_EJA,EE_SUP_EJA,EE_Autismo_EJA,EE_Asperger_EJA,EE_Ret_EJA,EE_TDI_EJA,EE_CON_EJA,EE_OUT_EJA,TOT_EE_EJA,EE_VIS_EP,EE_BVIS_EP,EE_INTELECTUAL_EP,EE_AUD_EP,EE_BAUD_EP,EE_Surdo_Cegueira_EP,EE_FIS_EP,EE_MEN_EP,EE_Transtornos_EP,EE_Down_EP,EE_MUL_EP,EE_SUP_EP,EE_Autismo_EP,EE_Asperger_EP,EE_Ret_EP,EE_TDI_EP,EE_CON_EP,EE_OUT_EP,TOT_EE_EP,EE_VIS_PRE,EE_BVIS_PRE,EE_AUD_PRE,EE_BAUD_PRE,EE_INTELECTUAL_PRE,EE_Surdo_Cegueira_PRE,EE_FIS_PRE,EE_MEN_PRE,EE_Transtornos_PRE,EE_Down_PRE,EE_MUL_PRE,EE_SUP_PRE,EE_Autismo_PRE,EE_Asperger_PRE,EE_Ret_PRE,EE_TDI_PRE,EE_CON_PRE,EE_OUT_PRE,TOT_EE_PRE,TOT_EE,TIPO_EE,EE_Creche,EE_Pre,EE_Fund,EE_Med,EE_EJA,EE_EP,ALEDESP,TOTAL_ALUNOS
35399197,,2013,ESC.PART.,OBJETIVO COLEGIO INTEGRADO,privada,,,,35.0,40.0,,701.0,BELA VISTA,SE,IPIRANGA,CENTRO,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,74.0,46.0,44.0,,,4.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,164
35101278,,2013,ESC.PART.,SAO JOSE COLEGIO AGOSTINIANO,privada,,,,122.0,251.0,,801.0,BELEM,MOOCA,PENHA,LESTE,,,,,12.0,14.0,128.0,191.0,0.0,0.0,20.0,89.0,69.0,84.0,85.0,61.0,81.0,89.0,173.0,230.0,146.0,0.0,319.0,5.0,4.0,4.0,0.0,0.0,149.0,132.0,125.0,0.0,0.0,13.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,0.0,154.0,105.0,151.0,185.0,153.0,158.0,135.0,140.0,131.0,0.0,0.0,34.0,21.0,748.0,564.0,55.0,1312.0,34.0,748.0,21.0,564.0,55.0,1312.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2037
35809287,,2013,ESC.PART.,RANIERI COLEGIO,privada,,,,44.0,170.0,,801.0,BELEM,MOOCA,PENHA,LESTE,,,,,12.0,9.0,185.0,150.0,3.0,36.0,50.0,147.0,58.0,71.0,80.0,37.0,28.0,147.0,218.0,188.0,117.0,0.0,335.0,1.0,1.0,1.0,,,28.0,26.0,16.0,,,3.0,70.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,73.0,53.0,71.0,68.0,55.0,48.0,42.0,45.0,54.0,,,15.0,8.0,320.0,189.0,23.0,509.0,15.0,320.0,8.0,189.0,23.0,509.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,1.0,3.0,,,1.0,,,,,,,,5.0,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,2.0,11.0,,,1.0,,1.0,1.0,,2.0,,,18.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,1.0,,,,,,1.0,,,,,,3.0,28.0,,,,,,,,0.0,914
35287581,,2013,ESC.PART.,SAO PAULO COLEGIO,privada,,,,45.0,114.0,,802.0,BELEM,MOOCA,PENHA,LESTE,,,,,,4.0,0.0,68.0,,,,0.0,,14.0,32.0,22.0,24.0,0.0,14.0,68.0,54.0,0.0,68.0,3.0,2.0,2.0,,,78.0,48.0,57.0,,,7.0,183.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,0.0,52.0,57.0,54.0,49.0,58.0,91.0,100.0,90.0,93.0,,,11.0,14.0,270.0,374.0,25.0,644.0,11.0,270.0,14.0,374.0,25.0,644.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,0.0,895
35101333,,2013,ESC.PART.,NOSSA SENHORA AUXILIADORA INSTITUTO,privada,,,,40.0,99.0,,801.0,BELEM,MOOCA,PENHA,LESTE,,,,,4.0,4.0,52.0,74.0,0.0,0.0,10.0,42.0,32.0,25.0,41.0,18.0,28.0,42.0,67.0,84.0,59.0,0.0,126.0,1.0,1.0,1.0,0.0,0.0,32.0,32.0,31.0,0.0,0.0,3.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,50.0,50.0,43.0,41.0,54.0,45.0,55.0,46.0,43.0,0.0,0.0,10.0,7.0,238.0,189.0,17.0,427.0,10.0,238.0,7.0,189.0,17.0,427.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648
35101266,,2013,ESC.PART.,SESI 032 CENTRO EDUCACIONAL,privada,,,,39.0,63.0,,803.0,BELEM,MOOCA,PENHA,LESTE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,62.0,59.0,59.0,0.0,0.0,6.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,3.0,3.0,0.0,96.0,96.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,63.0,63.0,64.0,63.0,58.0,64.0,62.0,64.0,0.0,0.0,0.0,10.0,6.0,311.0,190.0,16.0,501.0,10.0,311.0,9.0,286.0,19.0,597.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855
35313661,,2013,ESC.PART.,RUMO COLEGIO,privada,,,,32.0,65.0,,901.0,BOM RETIRO,SE,IPIRANGA,CENTRO,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,3.0,2.0,1.0,,,85.0,81.0,40.0,,,6.0,206.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,1.0,2.0,0.0,,,,,,16.0,24.0,26.0,64.0,,,0.0,5.0,0.0,130.0,5.0,130.0,0.0,0.0,5.0,130.0,5.0,130.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,0.0,336
35119261,,2013,ESC.PART.,JOSE DE PAIVA NETTO INSTITUTO DE EDUCACAO,privada,,,,71.0,232.0,,901.0,BOM RETIRO,SE,IPIRANGA,CENTRO,,,,,14.0,7.0,189.0,167.0,1.0,33.0,56.0,159.0,69.0,85.0,74.0,36.0,35.0,159.0,244.0,195.0,110.0,2.0,356.0,3.0,3.0,2.0,0.0,0.0,62.0,61.0,53.0,0.0,0.0,8.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,80.0,77.0,80.0,81.0,87.0,81.0,80.0,82.0,108.0,0.0,0.0,15.0,13.0,405.0,351.0,28.0,756.0,15.0,405.0,13.0,351.0,28.0,756.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1288
35103421,,2013,ESC.PART.,LICEU DE ARTES E OFICIOS DE SAO PAULO ESCOLA TECNICA,privada,,,,51.0,86.0,,2309.0,BOM RETIRO,SE,IPIRANGA,CENTRO,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,5.0,9.0,9.0,,,163.0,238.0,262.0,,,23.0,663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,663
35103408,,2013,ESC.PART.,JOSE BONIFACIO EXTERNATO,privada,,,,22.0,35.0,,901.0,BOM RETIRO,SE,IPIRANGA,CENTRO,,,,,2.0,2.0,3.0,6.0,,,,1.0,1.0,4.0,3.0,1.0,,1.0,5.0,8.0,4.0,0.0,9.0,1.0,1.0,1.0,,,11.0,13.0,6.0,,,3.0,30.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,4.0,6.0,4.0,7.0,14.0,5.0,6.0,,,5.0,4.0,20.0,32.0,9.0,52.0,5.0,20.0,4.0,32.0,9.0,52.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,91
35102350,,2013,ESC.PART.,SANTA INES COLEGIO,privada,,,,29.0,75.0,,901.0,BOM RETIRO,SE,IPIRANGA,CENTRO,,,,,3.0,2.0,33.0,33.0,,,9.0,24.0,15.0,20.0,12.0,10.0,20.0,24.0,44.0,42.0,22.0,0.0,66.0,1.0,1.0,1.0,,,19.0,31.0,27.0,,,3.0,77.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,40.0,19.0,26.0,22.0,22.0,26.0,19.0,31.0,28.0,,,6.0,4.0,129.0,104.0,10.0,233.0,6.0,129.0,4.0,104.0,10.0,233.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,376
35192211,,2013,ESC.PART.,24 DE MAIO COLEGIO,privada,,,,49.0,70.0,,1106.0,BRASILANDIA,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,NORTE,,,,,,4.0,0.0,49.0,,,,0.0,,10.0,27.0,10.0,16.0,0.0,10.0,47.0,37.0,2.0,49.0,1.0,1.0,1.0,,,19.0,19.0,9.0,,,3.0,47.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,31.0,26.0,33.0,19.0,26.0,30.0,39.0,37.0,35.0,,,10.0,7.0,135.0,141.0,17.0,276.0,10.0,135.0,7.0,141.0,17.0,276.0,,,,,,,,,0.0,,,,,,509.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,3.0,,,,,,,,0.0,881
35165098,,2013,ESC.PART.,SAN MARCOS COLEGIO,privada,,,,38.0,82.0,,1102.0,BRASILANDIA,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,NORTE,,,,,8.0,10.0,40.0,106.0,,,6.0,25.0,19.0,32.0,63.0,26.0,15.0,25.0,57.0,121.0,89.0,0.0,146.0,2.0,,,,,30.0,,,,,2.0,30.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,25.0,27.0,32.0,9.0,25.0,25.0,27.0,7.0,27.0,,,12.0,7.0,118.0,86.0,19.0,204.0,12.0,118.0,7.0,86.0,19.0,204.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,380
35450935,,2013,ESC.PART.,SOUZA E ALMEIDA COLEGIO,privada,,,,20.0,28.0,,9402.0,BUTANTA,BUTANTA,BUTANTA,OESTE,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,51.0,19.0,30.0,,,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,100
35144186,,2013,ESC.PART.,ITACA COLEGIO,privada,,,,47.0,74.0,,9402.0,BUTANTA,BUTANTA,BUTANTA,OESTE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,29.0,25.0,37.0,0.0,0.0,3.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,35.0,44.0,52.0,55.0,47.0,35.0,32.0,45.0,37.0,0.0,0.0,10.0,7.0,233.0,149.0,17.0,382.0,10.0,233.0,7.0,149.0,17.0,382.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473
35124175,,2013,ESC.PART.,GIORDANO BRUNO COLEGIO,privada,,,,36.0,64.0,,1201.0,BUTANTA,BUTANTA,BUTANTA,OESTE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,30.0,29.0,28.0,0.0,0.0,3.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,15.0,17.0,20.0,19.0,15.0,23.0,33.0,30.0,0.0,0.0,5.0,4.0,86.0,101.0,9.0,187.0,5.0,86.0,4.0,101.0,9.0,187.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274
35105429,,2013,ESC.PART.,PORTO UNIAO COLEGIO,privada,,,,34.0,67.0,,1201.0,BUTANTA,BUTANTA,BUTANTA,OESTE,,,,,4.0,4.0,18.0,32.0,0.0,0.0,3.0,11.0,8.0,14.0,17.0,8.0,12.0,11.0,25.0,39.0,25.0,0.0,50.0,2.0,2.0,2.0,0.0,0.0,43.0,40.0,56.0,0.0,0.0,6.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,29.0,28.0,28.0,33.0,30.0,26.0,44.0,44.0,40.0,0.0,0.0,10.0,8.0,148.0,154.0,18.0,302.0,10.0,148.0,8.0,154.0,18.0,302.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491
